subjectID,0,1,2,3,4,5,6
B005,1,1,1,0,1,1,1
B008,1,1,1,1,0,1,0
B014,1,1,1,1,1,1,0
B029,1,1,1,1,0,0,1
B034,1,0,1,1,1,0,1
B043,0,1,1,1,1,1,1
B044,0,1,1,1,1,1,0
B046,0,0,1,1,1,1,1
B050,1,1,1,0,1,1,0
B061,1,1,1,1,0,1,0
B063,1,0,1,0,1,0,1
B066,0,1,1,1,0,0,1
B069,1,0,1,1,0,0,1
B081,0,0,0,1,0,0,1
B087,1,0,0,1,1,1,1
B088,1,1,0,1,0,1,1
B103,0,1,0,1,1,1,1
B109,0,1,1,1,1,1,1
B117,0,1,1,0,1,1,1
B121,1,0,0,1,0,1,1
B122,1,1,1,1,1,1,0
B123,1,1,1,1,0,1,1
B125,1,1,1,1,1,0,0
B130,1,1,0,1,0,0,1
B134,0,1,0,1,1,1,0
B146,1,1,1,1,1,0,0
B148,1,1,1,1,0,0,0
B151,0,1,1,1,1,1,1
B165,1,1,0,1,1,1,1
B168,1,1,1,1,1,1,0
B174,0,1,1,0,1,0,1
B176,1,1,1,1,1,0,0
B177,1,1,1,1,1,1,0
B178,1,1,1,1,1,0,0
B179,1,1,1,0,0,0,1
B180,1,1,1,0,0,1,1
B182,0,0,1,1,1,1,1
B185,1,0,1,1,1,1,1
B188,0,0,0,0,0,1,1
B190,0,1,1,1,1,1,0
B193,1,1,1,1,1,1,0
B195,1,0,1,1,0,1,1
B198,1,1,1,0,0,1,1
B199,1,1,0,0,0,0,1
B208,1,1,1,1,0,0,0
B209,1,0,1,1,1,1,0
B211,1,1,1,0,1,1,1
B221,1,1,1,1,1,1,0
B224,1,1,0,1,1,1,1
B226,1,1,0,1,1,1,0
B228,0,1,1,1,1,0,1
B230,1,0,0,1,1,1,0
B235,0,1,0,1,0,1,1
B236,1,1,1,1,0,1,1
B243,1,0,1,0,0,1,1
B266,1,1,1,1,0,0,1
B272,1,1,1,1,0,0,1
B287,1,1,1,1,0,1,1
B288,0,0,0,1,1,1,1
B291,1,1,1,1,1,0,1
B294,1,1,0,1,0,0,1
B295,1,0,1,1,1,1,1
B299,1,1,0,1,0,1,1
B301,1,0,1,1,1,1,1
B304,0,1,1,1,1,1,0
B315,1,0,1,1,1,1,0
B321,0,1,1,0,1,1,1
B325,1,1,0,1,1,1,1
B327,1,1,0,1,1,1,0
B334,1,0,1,1,0,1,0
B336,0,1,1,1,1,1,1
B341,1,0,1,0,1,0,1
B346,1,1,0,1,1,0,0
B349,1,1,0,1,0,1,1
B352,1,0,0,1,0,1,0
B358,0,1,1,1,1,1,1
B362,1,0,1,1,1,0,0
B363,1,1,1,1,1,1,0
B364,1,1,1,1,0,0,1
B372,0,0,1,1,1,0,1
B375,1,1,1,1,1,0,1
B379,1,1,1,1,1,1,0
B385,1,0,1,1,1,1,0
B386,0,1,0,1,0,1,1
B388,0,1,1,0,1,1,0
B391,1,0,1,1,1,0,0
B399,0,1,1,0,1,1,0
B400,1,1,1,1,0,1,1
B402,1,0,0,1,1,1,0
B405,1,1,1,0,0,1,1
B421,1,0,0,1,1,1,1
B426,0,1,1,1,1,1,1
B436,1,1,1,1,0,0,0
B438,0,1,1,1,1,1,0
B440,0,1,0,1,1,1,0
B441,1,0,1,1,1,1,0
B443,0,1,1,0,1,0,0
B453,1,1,1,0,1,0,0
B454,1,1,0,1,1,0,0
B456,0,1,1,1,1,1,0
B461,1,0,1,1,1,1,1
B470,0,1,1,0,0,0,1
B475,0,1,1,1,0,1,1
B493,0,1,1,0,1,1,1
B503,1,1,0,0,1,0,1
B511,0,1,1,1,1,1,1
B512,0,0,1,1,1,1,0
B522,0,0,1,0,1,0,1
B543,0,1,1,1,1,1,0
B547,1,1,1,0,1,0,0
B559,1,1,1,1,0,1,0
B562,1,1,1,1,1,1,0
B576,1,1,1,0,0,1,1
B582,0,1,0,0,1,1,0
B583,0,1,1,1,0,1,0
B590,1,0,1,0,0,1,1
B608,0,1,1,1,0,1,1
B620,0,0,1,1,1,1,1
B621,0,0,1,1,1,0,1
B634,1,1,1,0,0,1,1
B635,1,1,1,1,0,0,0
B640,1,1,1,1,1,0,1
B644,1,0,0,1,1,0,1
B645,0,1,1,1,0,1,1
B651,1,1,1,0,1,1,0
B666,1,1,0,1,1,1,0
B680,0,1,0,1,1,1,0
B686,1,0,1,1,1,0,1
B688,1,1,0,1,1,1,1
B689,0,0,1,1,1,1,0
B692,0,1,1,0,1,1,0
B702,0,0,1,1,1,1,1
B728,0,0,1,1,0,1,1
B754,0,0,1,1,1,1,1
B778,0,0,0,1,1,0,1
B782,0,1,1,1,1,1,1
B791,1,0,1,1,1,0,0
B809,0,1,0,1,1,0,1
B819,1,1,1,1,0,1,1
B836,1,0,1,1,1,1,1
B853,1,1,1,1,1,1,0
B877,1,0,1,1,0,1,0
B900,1,1,1,1,1,1,0
B906,1,1,1,0,0,1,1
B911,0,1,0,1,1,1,0
B917,1,1,1,1,0,1,1
B928,1,0,1,1,0,1,1
B937,1,1,0,1,1,1,0
B941,1,1,1,0,1,1,1
B945,0,1,1,1,0,1,1
B956,0,1,1,1,1,1,0
B957,0,1,0,1,1,1,1
B964,0,0,1,1,1,0,1
B972,1,1,1,0,1,1,0
B977,0,1,0,1,0,1,1
B988,1,0,1,1,0,1,1
B991,1,1,1,0,1,1,1
