subjectID,0,1,2,3,4,5,6
B005,1,1,1,1,1,1,0
B008,1,1,1,0,0,0,0
B014,0,0,0,1,0,0,0
B029,0,0,1,0,0,0,0
B034,0,0,0,0,1,1,0
B043,0,0,1,0,0,1,1
B044,0,0,0,0,0,1,0
B046,0,0,1,1,0,1,0
B050,0,1,0,1,0,0,0
B061,0,1,0,1,0,1,0
B063,0,1,0,0,0,0,1
B066,0,0,1,0,1,0,1
B069,1,0,1,0,1,0,1
B081,0,0,0,0,1,1,1
B087,0,0,0,0,0,0,1
B088,1,0,0,0,0,1,0
B103,1,0,1,1,1,0,0
B109,0,0,0,1,0,1,0
B117,0,0,0,0,0,1,0
B121,1,0,0,1,1,0,1
B122,1,1,0,0,1,0,0
B123,0,1,1,0,1,1,0
B125,0,0,1,0,0,1,0
B130,0,0,0,0,0,0,1
B134,0,1,0,0,1,1,0
B146,1,0,0,1,1,0,0
B148,1,0,1,0,1,0,0
B151,1,0,1,0,0,1,0
B165,1,0,0,0,0,0,0
B168,0,0,1,0,0,0,0
B174,0,1,0,0,1,0,0
B176,0,0,0,1,1,0,0
B177,1,1,0,1,0,0,1
B178,1,0,1,0,0,0,0
B179,0,1,0,0,1,0,0
B180,1,1,0,0,0,0,0
B182,1,0,1,0,1,1,0
B185,1,0,0,1,0,0,0
B188,1,0,0,1,0,0,1
B190,0,1,0,1,1,0,0
B193,1,0,0,0,0,0,1
B195,1,0,0,0,0,0,1
B198,0,0,0,0,0,1,1
B199,0,1,0,1,0,0,0
B208,0,0,1,1,0,0,0
B209,0,0,0,1,1,1,0
B211,0,1,0,0,0,1,0
B221,0,1,0,0,1,1,0
B224,0,1,0,0,0,0,0
B226,0,0,0,0,0,0,1
B228,1,0,1,0,1,0,0
B230,0,0,0,1,0,0,0
B235,0,1,0,1,0,0,0
B236,0,0,0,0,1,0,1
B243,1,0,0,1,0,0,0
B266,1,0,0,1,1,0,1
B272,0,0,0,1,1,0,1
B287,0,0,0,1,0,0,0
B288,0,0,0,1,0,1,0
B291,0,1,0,0,0,0,0
B294,0,0,1,0,0,0,0
B295,0,1,0,0,0,0,1
B299,0,0,0,0,1,0,1
B301,0,1,1,1,1,0,0
B304,1,0,1,0,0,1,0
B315,0,0,0,1,0,1,1
B321,0,0,0,0,1,0,1
B325,0,0,0,1,1,1,0
B327,0,0,0,1,1,1,1
B334,0,0,0,0,1,0,0
B336,1,0,1,0,1,1,0
B341,0,1,1,1,1,0,0
B346,0,1,0,0,0,0,1
B349,0,0,0,1,1,0,0
B352,0,0,0,1,1,1,0
B358,1,1,0,1,1,1,0
B362,0,0,1,0,0,0,0
B363,0,0,0,1,0,0,0
B364,1,0,1,0,0,1,0
B372,0,0,1,1,1,0,0
B375,1,1,0,0,0,0,1
B379,0,0,1,0,0,0,1
B385,1,0,0,0,0,1,1
B386,0,0,1,0,1,1,0
B388,1,0,0,0,1,1,0
B391,1,0,1,0,0,0,0
B399,0,0,1,1,1,0,0
B400,1,0,1,0,0,0,1
B402,1,0,1,0,0,1,0
B405,0,1,1,0,0,0,1
B421,1,0,1,1,1,1,0
B426,0,0,0,1,0,0,0
B436,0,0,1,1,1,0,0
B438,1,0,1,0,0,1,1
B440,0,0,0,0,0,0,1
B441,0,0,0,1,0,1,0
B443,0,1,0,0,0,0,0
B453,0,0,0,1,1,0,1
B454,0,0,0,0,1,0,0
B456,0,0,0,1,0,0,0
B461,1,1,0,0,0,0,1
B470,0,1,1,0,1,0,1
B475,0,0,0,1,0,1,0
B493,0,1,0,0,1,0,0
B503,0,1,1,0,1,1,0
B511,1,1,0,1,0,0,1
B512,0,0,1,0,0,0,1
B522,0,0,1,1,0,0,1
B543,0,1,1,0,0,0,0
B547,0,1,1,1,0,0,1
B559,1,0,0,0,0,1,1
B562,1,1,0,0,0,0,0
B576,1,1,0,1,1,0,0
B582,1,0,0,0,0,0,0
B583,0,0,1,1,0,0,0
B590,1,0,0,0,0,1,1
B608,0,0,0,0,0,1,0
B620,0,0,1,1,0,0,0
B621,0,0,1,1,1,0,1
B634,1,0,1,0,1,0,0
B635,0,1,1,0,0,0,0
B640,0,0,0,0,0,1,0
B644,0,0,0,1,1,0,1
B645,0,0,1,1,0,1,0
B651,1,1,0,0,0,1,1
B666,1,0,0,0,0,1,0
B680,0,1,1,1,0,1,0
B686,1,0,1,0,0,0,1
B688,1,0,0,1,0,0,0
B689,1,0,0,1,0,0,0
B692,0,1,1,0,1,1,0
B702,0,0,0,0,1,0,1
B728,0,0,0,0,0,1,1
B754,1,0,1,0,0,1,0
B778,0,1,0,1,1,0,0
B782,1,0,0,0,0,1,0
B791,0,0,0,1,1,0,1
B809,0,0,1,0,1,0,1
B819,1,1,1,0,0,1,0
B836,0,0,1,1,1,1,1
B853,0,1,1,0,0,1,1
B877,1,0,0,0,0,0,0
B900,0,1,0,0,1,0,1
B906,1,1,0,0,1,0,1
B911,0,0,1,0,0,0,0
B917,1,0,0,0,0,0,0
B928,1,1,0,0,1,0,0
B937,0,1,1,0,1,0,0
B941,1,1,0,0,0,0,1
B945,0,0,1,0,0,0,0
B956,1,0,0,1,0,0,0
B957,0,0,0,1,1,0,0
B964,0,0,0,0,1,1,0
B972,1,0,0,1,0,1,1
B977,0,0,1,0,0,0,0
B988,1,0,1,1,0,1,0
B991,1,0,0,0,1,0,0
