subjectID,0,1,2,3,4,5,6
B005,1,0,0,1,1,1,0
B008,1,1,1,0,1,0,0
B014,1,1,0,0,0,0,1
B029,1,0,0,1,1,1,1
B034,1,0,0,1,1,1,0
B043,1,0,0,0,0,0,1
B044,0,1,1,1,0,0,0
B046,1,0,0,0,1,0,1
B050,1,0,1,1,1,1,0
B061,0,1,1,1,0,0,1
B063,0,0,1,0,1,1,1
B066,0,1,1,1,0,1,1
B069,0,1,0,1,1,0,0
B081,1,1,0,0,1,0,1
B087,0,0,0,0,1,1,0
B088,1,0,1,1,0,1,1
B103,1,0,0,0,1,1,1
B109,1,0,1,0,1,0,1
B117,0,1,1,1,1,0,1
B121,0,1,0,1,1,0,0
B122,0,0,0,1,1,1,1
B123,0,1,0,0,0,1,0
B125,0,1,0,0,0,1,1
B130,1,0,0,1,0,1,1
B134,1,1,0,1,1,0,0
B146,0,0,1,1,1,0,0
B148,0,1,1,0,0,0,1
B151,1,1,1,1,0,0,1
B165,1,1,0,1,1,1,0
B168,1,1,0,0,0,0,1
B174,0,0,0,0,0,1,0
B176,0,1,1,0,1,1,0
B177,0,0,0,1,1,0,1
B178,1,0,1,1,1,1,0
B179,1,1,1,0,1,0,0
B180,0,0,0,0,0,1,0
B182,0,0,1,0,1,1,1
B185,1,1,0,1,0,1,0
B188,0,0,0,0,0,1,1
B190,0,0,1,1,1,0,0
B193,0,0,0,0,1,1,0
B195,1,0,1,0,1,1,1
B198,0,1,1,1,1,1,1
B199,1,1,0,1,0,0,1
B208,1,1,1,1,0,0,0
B209,0,0,1,0,1,1,0
B211,1,0,0,1,1,0,1
B221,1,1,1,1,0,0,0
B224,1,0,0,1,1,0,1
B226,0,0,0,0,1,1,1
B228,0,0,0,0,0,1,1
B230,1,0,0,1,1,0,0
B235,0,1,0,1,1,1,0
B236,0,1,1,0,1,1,0
B243,1,0,1,1,0,1,0
B266,0,1,0,1,1,0,0
B272,1,0,1,1,1,0,0
B287,1,1,1,0,0,0,0
B288,0,0,0,1,1,1,0
B291,0,0,1,0,1,1,0
B294,1,1,0,1,0,0,1
B295,1,0,1,1,0,1,1
B299,0,1,0,0,0,1,1
B301,1,0,0,1,1,0,1
B304,1,1,0,0,1,1,0
B315,1,0,1,1,1,1,0
B321,0,0,1,0,0,1,0
B325,1,1,0,1,1,1,0
B327,0,1,1,0,0,0,1
B334,0,1,0,1,1,1,1
B336,1,0,1,0,1,1,0
B341,1,1,1,0,1,0,1
B346,1,1,0,1,0,0,1
B349,0,0,0,1,0,1,0
B352,1,0,1,0,1,1,0
B358,1,0,0,0,1,0,1
B362,1,0,0,1,0,0,0
B363,0,1,0,0,0,1,0
B364,0,1,1,0,1,1,1
B372,0,0,1,1,1,0,1
B375,1,1,1,1,1,0,1
B379,1,0,1,1,0,0,0
B385,1,0,0,1,1,1,1
B386,0,0,0,1,1,1,1
B388,0,0,1,0,1,1,0
B391,0,0,0,0,0,1,0
B399,0,1,1,0,1,1,0
B400,1,1,1,0,1,1,1
B402,1,0,0,1,1,1,0
B405,1,0,0,0,1,0,1
B421,0,0,1,1,1,0,1
B426,0,1,1,0,0,0,1
B436,1,0,1,1,1,1,0
B438,1,1,1,1,0,1,0
B440,0,0,1,1,1,0,0
B441,1,1,1,1,1,0,0
B443,0,1,0,0,1,0,0
B453,0,0,1,0,0,0,0
B454,0,0,1,1,1,0,1
B456,1,0,1,1,1,1,0
B461,0,1,1,0,1,1,0
B470,0,1,1,0,0,0,0
B475,0,0,1,1,0,1,1
B493,0,1,1,1,1,0,0
B503,1,0,0,0,1,1,1
B511,1,1,1,1,1,1,0
B512,0,0,1,1,1,1,0
B522,1,0,1,1,1,0,1
B543,0,0,1,1,1,1,0
B547,1,1,1,0,0,0,0
B559,0,1,0,0,0,1,0
B562,1,1,0,1,1,1,1
B576,0,1,0,0,1,1,1
B582,1,1,1,0,1,1,0
B583,0,0,0,0,0,1,0
B590,0,0,0,1,0,0,1
B608,0,1,1,1,1,0,0
B620,1,0,1,0,1,1,1
B621,0,0,1,1,1,0,1
B634,1,0,1,0,1,1,0
B635,0,0,1,0,1,0,0
B640,1,1,1,1,1,1,0
B644,1,0,1,0,1,1,1
B645,1,1,0,1,0,0,1
B651,1,0,1,1,1,1,0
B666,0,1,1,1,1,1,0
B680,0,1,0,1,0,1,0
B686,1,0,0,0,0,1,1
B688,0,0,1,0,0,0,0
B689,0,0,1,1,0,1,1
B692,0,0,0,1,0,0,0
B702,0,0,1,1,1,0,1
B728,0,0,1,0,1,0,1
B754,0,0,1,1,1,0,1
B778,0,0,0,1,1,0,0
B782,0,1,1,1,0,1,0
B791,1,0,0,0,1,1,0
B809,0,1,1,0,1,0,1
B819,1,1,0,1,0,1,0
B836,0,1,0,0,1,1,0
B853,1,1,0,0,1,0,1
B877,0,0,1,0,0,1,1
B900,0,0,0,1,0,1,1
B906,1,1,1,0,1,0,1
B911,0,1,0,0,0,1,0
B917,1,1,1,0,0,0,1
B928,1,1,0,1,0,0,1
B937,1,1,1,1,0,0,0
B941,1,1,1,0,1,0,0
B945,0,1,1,1,0,1,1
B956,1,0,0,0,0,1,0
B957,1,0,0,1,1,0,1
B964,0,0,0,0,0,1,0
B972,0,1,1,1,1,0,0
B977,0,1,0,0,0,1,1
B988,1,0,1,0,1,0,1
B991,0,0,1,1,0,1,0
