subjectID,0,1,2,3,4,5,6
B005,1,0,0,1,0,0,1
B008,0,0,0,1,1,1,0
B014,0,0,0,0,0,0,1
B029,0,0,0,0,1,0,0
B034,0,0,0,0,1,0,0
B043,1,1,0,0,1,0,0
B044,1,0,0,1,1,0,1
B046,0,0,0,1,1,0,1
B050,0,0,0,0,0,1,0
B061,0,0,1,0,1,1,1
B063,0,0,0,0,0,0,1
B066,0,1,0,0,0,0,0
B069,0,0,0,1,1,1,0
B081,0,0,0,0,0,1,0
B087,0,0,0,0,0,1,0
B088,1,1,1,1,0,0,0
B103,0,1,0,0,0,0,0
B109,0,0,1,0,1,0,0
B117,0,0,0,1,1,0,0
B121,0,1,0,0,0,0,0
B122,1,0,0,0,0,0,0
B123,1,0,0,1,1,0,1
B125,0,0,0,0,1,0,0
B130,0,0,0,0,0,1,0
B134,0,0,0,0,1,0,0
B146,0,1,0,0,1,0,0
B148,1,0,1,1,0,0,0
B151,0,1,0,0,0,0,0
B165,0,0,0,0,0,1,0
B168,0,0,0,0,1,0,0
B174,0,1,1,0,0,0,1
B176,0,1,1,0,0,0,0
B177,1,0,1,0,1,1,0
B178,0,0,0,1,0,0,0
B179,0,0,1,0,0,0,0
B180,0,0,1,0,0,1,1
B182,1,0,0,0,0,0,0
B185,0,1,1,0,0,1,0
B188,0,0,0,1,0,1,1
B190,0,0,0,0,1,0,0
B193,1,0,0,0,1,0,1
B195,0,0,0,0,0,1,0
B198,0,1,0,0,0,0,0
B199,0,0,0,1,0,0,0
B208,0,0,0,1,0,0,0
B209,1,1,1,0,0,0,0
B211,1,0,0,0,0,1,0
B221,0,0,0,1,0,0,1
B224,1,1,0,0,0,0,0
B226,0,1,0,1,0,1,1
B228,0,1,0,1,0,0,1
B230,0,0,0,0,0,1,0
B235,0,0,0,1,1,0,0
B236,0,1,0,1,1,0,0
B243,1,0,0,0,0,0,0
B266,0,1,0,1,0,0,0
B272,0,0,1,1,1,0,1
B287,0,1,0,0,0,0,0
B288,1,0,0,0,1,0,1
B291,0,0,1,1,0,0,0
B294,0,0,0,1,0,0,1
B295,0,0,0,0,1,0,0
B299,0,0,0,0,0,0,1
B301,0,1,0,0,0,1,0
B304,0,0,0,0,1,0,0
B315,0,0,0,1,1,0,0
B321,1,0,0,0,0,1,0
B325,1,0,1,0,0,0,0
B327,0,0,0,0,1,1,0
B334,1,0,0,1,1,0,0
B336,1,0,0,0,1,0,0
B341,1,0,0,0,1,0,0
B346,0,1,0,0,0,0,1
B349,0,0,0,1,0,0,0
B352,0,0,1,0,0,0,0
B358,0,1,0,0,1,0,0
B362,0,0,0,0,0,0,1
B363,0,0,0,1,0,0,1
B364,1,0,1,0,0,0,1
B372,0,1,0,0,1,0,1
B375,0,0,0,0,0,1,0
B379,1,1,1,1,0,0,0
B385,1,0,1,0,0,1,0
B386,0,0,0,0,0,1,0
B388,0,0,0,0,1,0,0
B391,1,0,1,1,0,0,0
B399,0,0,1,0,0,0,0
B400,0,0,0,1,0,0,0
B402,0,0,1,1,0,1,0
B405,1,1,0,0,0,1,0
B421,0,0,0,0,0,1,0
B426,1,1,0,0,0,1,0
B436,0,0,0,0,1,0,0
B438,1,0,1,1,1,1,1
B440,0,0,0,1,0,0,1
B441,0,1,1,1,0,1,0
B443,0,0,0,0,1,0,0
B453,0,0,0,0,1,0,0
B454,0,0,0,0,0,0,1
B456,0,1,1,0,0,0,0
B461,0,1,0,1,0,1,0
B470,0,0,0,1,0,0,0
B475,0,1,0,0,0,0,1
B493,0,0,0,1,1,1,0
B503,1,0,0,0,0,0,1
B511,0,0,1,0,0,0,0
B512,0,0,1,0,0,0,0
B522,0,1,0,0,0,0,1
B543,1,0,0,0,0,0,0
B547,0,0,0,1,0,0,0
B559,0,0,0,1,0,0,0
B562,0,0,1,0,0,0,0
B576,0,1,0,0,0,0,1
B582,0,0,0,0,1,1,0
B583,1,0,0,0,0,0,0
B590,1,0,1,1,0,0,0
B608,0,0,0,1,0,1,0
B620,0,0,0,1,0,0,0
B621,1,0,0,0,0,0,0
B634,0,0,1,0,0,1,1
B635,0,1,0,1,0,0,0
B640,0,1,0,0,0,0,0
B644,0,0,0,1,0,0,1
B645,0,0,0,0,0,1,0
B651,0,0,1,0,0,0,0
B666,0,0,0,0,1,0,0
B680,0,0,1,1,1,0,0
B686,0,0,0,0,1,0,0
B688,1,0,0,0,0,0,0
B689,0,0,0,0,0,1,0
B692,0,0,1,1,0,1,0
B702,1,0,0,0,0,1,0
B728,0,0,1,0,0,0,1
B754,1,0,0,0,0,0,0
B778,0,0,0,0,1,0,0
B782,1,0,0,0,0,1,0
B791,0,0,1,0,1,0,0
B809,0,1,0,1,0,1,1
B819,0,1,0,0,0,0,0
B836,0,0,0,1,0,0,0
B853,0,1,0,0,1,0,0
B877,0,0,1,1,0,0,0
B900,0,0,0,0,0,1,0
B906,0,0,1,0,0,0,0
B911,0,1,0,0,0,1,0
B917,0,1,0,1,0,0,0
B928,1,0,0,0,0,0,0
B937,0,0,0,0,1,0,0
B941,0,0,1,0,0,0,0
B945,0,0,0,1,0,0,0
B956,1,1,1,1,0,0,0
B957,1,0,0,0,0,0,0
B964,0,0,0,1,0,0,1
B972,1,1,0,1,0,1,0
B977,0,0,0,0,0,1,0
B988,1,0,0,0,0,0,0
B991,0,0,1,0,0,0,0
